Variety,Freq,M%,Phase_Corr,Permittivity_real,Permittivity_imaginary,d(cm),Type
KANSAS,12.0,16.126404,-735.62054,2.7511744,0.42936972,7.7,16.21301534650456
NEBRASKA OVERLAND,10.0,16.701134,-663.3861,2.8106904,0.48825872,7.7,17.420924666307858
OKLAHOMA,15.0,23.749086,-574.4677,2.8011847,0.6525324,4.4,15.737999929794523
NEBRASKA OVERLAND,13.0,19.2331,-780.2505,3.2960057,0.78794897,6.5,17.420924666307858
OKLAHOMA,17.0,12.282536,-951.5812,2.5465496,0.27179337,7.7,15.737999929794523
OKLAHOMA,16.0,11.864767,-880.94824,2.584998,0.2858563,7.7,15.737999929794523
OKLAHOMA,7.0,18.866793,-435.96954,3.0712006,0.5738948,6.5,15.737999929794523
NEBRASKA SETTLER,14.0,11.520947,-972.2478,2.641453,0.2980023,8.9,17.078772725687102
NEBRASKA OVERLAND,10.0,22.105307,-349.23492,2.9677467,0.64268,4.4,17.420924666307858
NEBRASKA OVERLAND,15.0,20.73479,-643.38635,2.9043963,0.7202121,4.4,17.420924666307858
OKLAHOMA,10.0,13.945776,-602.42096,2.6536586,0.32382402,7.7,15.737999929794523
OKLAHOMA,10.0,12.137042,-584.68256,2.527805,0.2483849,7.7,15.737999929794523
NEBRASKA OVERLAND,11.0,21.353003,-433.3314,2.9387279,0.6456095,4.4,17.420924666307858
OKLAHOMA,5.0,13.904605,-311.09363,2.7032557,0.33145654,7.7,15.737999929794523
NEBRASKA SETTLER,6.0,21.20313,-286.3652,3.9572318,0.9445288,4.4,17.078772725687102
KANSAS,6.0,14.915126,-390.64227,2.8378465,0.420208,7.7,16.21301534650456
KANSAS,8.0,18.052536,-460.45847,2.9608371,0.5683026,6.5,16.21301534650456
KANSAS,6.0,16.220333,-419.65958,3.1497357,0.54004735,7.7,16.21301534650456
OKLAHOMA,5.0,21.87812,-239.01872,3.6413713,0.67043155,4.4,15.737999929794523
OKLAHOMA,16.0,11.816509,-916.1263,2.5407307,0.2624328,7.7,15.737999929794523
KANSAS,13.0,19.237644,-401.24292,2.7564669,0.55460656,4.4,16.21301534650456
NEBRASKA SETTLER,7.0,14.643402,-548.4156,3.241512,0.54333234,7.7,17.078772725687102
NEBRASKA OVERLAND,7.0,21.208796,-300.44394,3.513001,0.77687794,4.4,17.420924666307858
OKLAHOMA,14.0,16.174702,-733.8366,2.7390378,0.42405352,6.5,15.737999929794523
NEBRASKA OVERLAND,6.0,17.625576,-320.58475,3.2562273,0.6533988,6.5,17.420924666307858
KANSAS,12.0,17.875952,-634.0231,2.8645673,0.5814551,6.5,16.21301534650456
NEBRASKA OVERLAND,7.0,21.41121,-277.39706,3.0156715,0.5674222,4.4,17.420924666307858
NEBRASKA OVERLAND,8.0,21.080107,-363.89264,3.4796584,0.7700983,4.4,17.420924666307858
OKLAHOMA,10.0,23.405237,-416.7568,3.2441995,0.72347087,4.4,15.737999929794523
NEBRASKA SETTLER,9.0,20.39904,-339.1838,3.2314725,0.6740716,4.4,17.078772725687102
KANSAS,6.0,15.660476,-360.77576,2.7227619,0.3977347,7.7,16.21301534650456
KANSAS,6.0,14.518706,-349.64746,2.7429101,0.3900419,7.7,16.21301534650456
OKLAHOMA,13.0,14.203271,-705.2022,2.7107868,0.3637179,6.5,15.737999929794523
OKLAHOMA,12.0,22.579802,-423.95572,2.8550467,0.61660033,4.4,15.737999929794523
NEBRASKA OVERLAND,11.0,22.878668,-407.63156,2.8484046,0.6511981,4.4,17.420924666307858
OKLAHOMA,10.0,10.759567,-701.8308,2.503653,0.24367382,8.9,15.737999929794523
NEBRASKA SETTLER,11.0,16.551413,-748.9577,2.8962252,0.48107192,7.7,17.078772725687102
NEBRASKA SETTLER,15.0,16.588034,-975.4811,2.9417856,0.50643736,7.7,17.078772725687102
KANSAS,13.0,10.768393,-860.22675,2.497816,0.24717632,8.9,16.21301534650456
KANSAS,9.0,19.865767,-341.69174,3.110027,0.62996256,4.4,16.21301534650456
OKLAHOMA,12.0,11.116306,-715.11957,2.6052892,0.25554797,7.7,15.737999929794523
OKLAHOMA,9.0,10.712014,-604.34485,2.594595,0.2459023,8.9,15.737999929794523
NEBRASKA OVERLAND,5.0,23.364344,-251.40092,3.8510542,0.88245285,4.4,17.420924666307858
OKLAHOMA,15.0,18.390816,-794.82623,2.800874,0.5332457,6.5,15.737999929794523
NEBRASKA OVERLAND,7.0,15.794582,-433.43958,2.8452504,0.45940888,7.7,17.420924666307858
OKLAHOMA,8.0,10.622328,-591.8452,2.6487188,0.24304469,8.9,15.737999929794523
OKLAHOMA,13.0,12.974286,-739.8569,2.556087,0.27546418,7.7,15.737999929794523
NEBRASKA SETTLER,5.0,16.294546,-403.48395,3.3858387,0.6446145,7.7,17.078772725687102
KANSAS,13.0,19.060123,-654.98157,3.1091342,0.70817465,6.5,16.21301534650456
KANSAS,16.0,14.155175,-909.9841,2.5843544,0.35822132,7.7,16.21301534650456
OKLAHOMA,14.0,18.758656,-784.24164,2.8199244,0.51587963,6.5,15.737999929794523
OKLAHOMA,8.0,13.145142,-498.4151,2.6919036,0.3081145,7.7,15.737999929794523
NEBRASKA OVERLAND,17.0,17.90545,-882.10406,2.773731,0.5625072,7.7,17.420924666307858
KANSAS,12.0,20.09148,-473.5317,2.9256704,0.6354193,4.4,16.21301534650456
NEBRASKA SETTLER,6.0,17.069786,-470.52246,3.3798192,0.6430553,7.7,17.078772725687102
KANSAS,13.0,15.2154455,-790.89215,2.7744427,0.4237502,7.7,16.21301534650456
NEBRASKA SETTLER,6.0,15.28787,-472.30746,3.0685403,0.5067825,7.7,17.078772725687102
KANSAS,10.0,16.341969,-629.7272,2.8634117,0.47370982,7.7,16.21301534650456
NEBRASKA OVERLAND,6.0,18.700468,-506.745,3.3220952,0.6994843,7.7,17.420924666307858
KANSAS,16.0,15.087408,-947.41595,2.7491992,0.41638502,7.7,16.21301534650456
OKLAHOMA,6.0,13.229623,-383.35498,2.83029,0.36547193,7.7,15.737999929794523
KANSAS,17.0,16.322374,-896.89325,2.64019,0.4524696,7.7,16.21301534650456
KANSAS,8.0,17.260607,-499.30103,2.611268,0.3850218,7.7,16.21301534650456
NEBRASKA OVERLAND,9.0,18.028353,-603.4495,2.9060903,0.5498209,7.7,17.420924666307858
NEBRASKA OVERLAND,13.0,22.510527,-468.7291,2.8456092,0.6835681,4.4,17.420924666307858
NEBRASKA OVERLAND,6.0,14.036225,-372.653,2.8061984,0.37833303,7.7,17.420924666307858
NEBRASKA OVERLAND,7.0,18.776144,-457.36542,3.3937206,0.7396972,6.5,17.420924666307858
NEBRASKA OVERLAND,7.0,15.696032,-458.95303,2.9981616,0.51326233,7.7,17.420924666307858
NEBRASKA SETTLER,6.0,17.980637,-496.69052,3.3719296,0.6730051,7.7,17.078772725687102
NEBRASKA OVERLAND,5.0,20.83325,-243.57254,3.935965,0.9167238,4.4,17.420924666307858
NEBRASKA OVERLAND,10.0,19.234852,-666.52203,3.3324006,0.7635204,6.5,17.420924666307858
OKLAHOMA,12.0,10.556839,-825.2017,2.5777066,0.24210861,8.9,15.737999929794523
OKLAHOMA,7.0,11.50088,-464.22705,2.690006,0.2711508,7.7,15.737999929794523
KANSAS,14.0,14.55107,-816.4765,2.625811,0.35411242,7.7,16.21301534650456
KANSAS,11.0,11.120042,-709.312,2.5158556,0.25296465,8.9,16.21301534650456
NEBRASKA OVERLAND,9.0,18.787378,-515.57263,2.7638485,0.51724976,6.5,17.420924666307858
OKLAHOMA,7.0,13.007681,-464.61984,2.6959543,0.30807635,7.7,15.737999929794523
KANSAS,10.0,18.20402,-533.0137,2.7495306,0.506277,6.5,16.21301534650456
OKLAHOMA,7.0,12.467904,-474.9175,2.8415413,0.3349713,7.7,15.737999929794523
NEBRASKA SETTLER,6.0,13.710371,-471.4561,2.8593302,0.38861105,8.9,17.078772725687102
NEBRASKA SETTLER,7.0,16.95011,-551.6234,3.5346673,0.68952936,7.7,17.078772725687102
KANSAS,6.0,17.024975,-361.14352,2.9525778,0.49779987,7.7,16.21301534650456
NEBRASKA OVERLAND,8.0,15.698439,-539.0529,2.8627446,0.48677307,7.7,17.420924666307858
KANSAS,8.0,12.868332,-522.167,2.6191967,0.30856112,8.9,16.21301534650456
NEBRASKA SETTLER,7.0,18.869211,-562.6215,3.7949784,0.8772478,6.5,17.078772725687102
NEBRASKA OVERLAND,17.0,14.557217,-924.7351,2.5665243,0.36130276,7.7,17.420924666307858
NEBRASKA SETTLER,7.0,21.470896,-290.69363,3.5988348,0.8137782,4.4,17.078772725687102
NEBRASKA SETTLER,14.0,15.299815,-872.33813,2.7727065,0.4225741,7.7,17.078772725687102
NEBRASKA SETTLER,13.0,20.23283,-724.81696,3.4860077,0.8568792,4.4,17.078772725687102
OKLAHOMA,10.0,18.285013,-602.9455,2.8891585,0.4854955,6.5,15.737999929794523
KANSAS,12.0,22.088507,-425.43036,2.8192432,0.6165035,4.4,16.21301534650456
OKLAHOMA,7.0,11.819296,-417.97855,2.6288073,0.26873985,7.7,15.737999929794523
NEBRASKA SETTLER,6.0,16.848063,-436.9704,3.194861,0.57568824,7.7,17.078772725687102
KANSAS,10.0,14.352186,-601.8404,2.731338,0.39881024,7.7,16.21301534650456
NEBRASKA OVERLAND,14.0,13.512355,-801.51013,2.638529,0.34412503,7.7,17.420924666307858
KANSAS,8.0,18.80566,-475.92816,3.7082114,0.83121955,4.4,16.21301534650456
NEBRASKA OVERLAND,15.0,20.839975,-536.63794,2.7323189,0.6179047,4.4,17.420924666307858
OKLAHOMA,12.0,10.789054,-858.4699,2.7162933,0.26524875,8.9,15.737999929794523
OKLAHOMA,17.0,18.83436,-896.7132,2.6310484,0.44612035,7.7,15.737999929794523
OKLAHOMA,14.0,12.63778,-767.3297,2.5859041,0.30440846,7.7,15.737999929794523
KANSAS,7.0,13.595043,-452.7595,2.63235,0.33123296,7.7,16.21301534650456
KANSAS,8.0,13.284844,-560.1806,2.7412212,0.34849882,7.7,16.21301534650456
KANSAS,8.0,16.727777,-509.4128,2.831524,0.45819584,7.7,16.21301534650456
OKLAHOMA,10.0,10.792721,-694.24725,2.619988,0.2567665,8.9,15.737999929794523
OKLAHOMA,17.0,16.772203,-917.54626,2.647141,0.41795105,7.7,15.737999929794523
OKLAHOMA,6.0,12.966424,-410.1861,2.7813284,0.3383813,7.7,15.737999929794523
NEBRASKA SETTLER,9.0,11.705102,-700.6258,2.8957043,0.36056328,8.9,17.078772725687102
NEBRASKA OVERLAND,12.0,12.277469,-813.9347,2.624866,0.3188571,8.9,17.420924666307858
OKLAHOMA,15.0,11.030677,-833.1266,2.5076373,0.24704076,7.7,15.737999929794523
NEBRASKA SETTLER,6.0,17.236311,-409.68265,3.173345,0.58984697,7.7,17.078772725687102
NEBRASKA SETTLER,10.0,20.852022,-377.83386,3.16083,0.7066682,4.4,17.078772725687102
NEBRASKA OVERLAND,12.0,11.516316,-829.4989,2.5573049,0.27622208,8.9,17.420924666307858
NEBRASKA OVERLAND,16.0,13.890032,-890.8377,2.5825977,0.34340936,7.7,17.420924666307858
OKLAHOMA,12.0,11.722873,-700.53357,2.6328046,0.28226364,7.7,15.737999929794523
NEBRASKA OVERLAND,8.0,18.686697,-436.4064,2.8834114,0.5437593,6.5,17.420924666307858
NEBRASKA SETTLER,12.0,11.342296,-879.6038,2.9966612,0.3808347,8.9,17.078772725687102
NEBRASKA OVERLAND,5.0,22.657505,-238.53044,3.7812772,0.78193295,4.4,17.420924666307858
KANSAS,12.0,18.258825,-637.64294,2.8196359,0.56989443,6.5,16.21301534650456
NEBRASKA SETTLER,6.0,21.384592,-299.8455,3.8714185,0.91727024,4.4,17.078772725687102
NEBRASKA OVERLAND,7.0,19.783056,-409.5914,3.6174421,0.7723279,6.5,17.420924666307858
NEBRASKA OVERLAND,10.0,15.673624,-724.16876,3.1148522,0.56126636,8.9,17.420924666307858
OKLAHOMA,8.0,13.607635,-471.71765,2.6427388,0.29595873,7.7,15.737999929794523
NEBRASKA OVERLAND,11.0,14.573171,-639.8375,2.7045565,0.41050988,7.7,17.420924666307858
OKLAHOMA,6.0,12.609297,-371.38043,2.7253268,0.2990879,7.7,15.737999929794523
NEBRASKA SETTLER,6.0,18.656116,-358.73007,3.3659573,0.72384655,6.5,17.078772725687102
NEBRASKA OVERLAND,6.0,13.546066,-475.17633,2.9299319,0.42584807,8.9,17.420924666307858
KANSAS,13.0,15.998337,-776.5399,2.7241175,0.40675223,7.7,16.21301534650456
NEBRASKA OVERLAND,7.0,12.14178,-516.52234,2.734194,0.34642118,8.9,17.420924666307858
KANSAS,12.0,17.61803,-607.37756,2.7574081,0.5118688,6.5,16.21301534650456
OKLAHOMA,16.0,11.132073,-913.2758,2.4993072,0.24331309,7.7,15.737999929794523
NEBRASKA SETTLER,7.0,14.644617,-488.32468,3.040138,0.47573623,7.7,17.078772725687102
NEBRASKA OVERLAND,6.0,16.7555,-378.76657,2.77596,0.4501576,7.7,17.420924666307858
NEBRASKA SETTLER,7.0,17.524466,-525.9869,3.263391,0.61122733,7.7,17.078772725687102
KANSAS,6.0,13.456455,-391.78824,2.8694944,0.38440424,7.7,16.21301534650456
NEBRASKA OVERLAND,11.0,20.400866,-503.3222,3.0758252,0.69362366,4.4,17.420924666307858
NEBRASKA OVERLAND,17.0,16.813065,-985.55646,2.7222679,0.4980455,7.7,17.420924666307858
NEBRASKA OVERLAND,12.0,14.619043,-716.8839,2.6724505,0.3828589,7.7,17.420924666307858
KANSAS,10.0,20.116322,-398.87854,3.3257694,0.74859834,4.4,16.21301534650456
NEBRASKA OVERLAND,13.0,14.442837,-759.3137,2.6172006,0.35895795,7.7,17.420924666307858
OKLAHOMA,16.0,14.109392,-939.6284,2.6348126,0.34007728,7.7,15.737999929794523
KANSAS,7.0,20.381277,-282.7229,3.0507147,0.54422516,4.4,16.21301534650456
KANSAS,6.0,19.836098,-308.9821,3.9468355,0.9225426,4.4,16.21301534650456
KANSAS,14.0,10.442946,-881.33246,2.4483447,0.23432106,8.9,16.21301534650456
NEBRASKA SETTLER,12.0,16.584822,-812.0664,2.8846154,0.46246052,7.7,17.078772725687102
KANSAS,16.0,18.531853,-671.46936,2.674709,0.52363205,4.4,16.21301534650456
NEBRASKA OVERLAND,12.0,21.681047,-412.13013,2.8473988,0.67200613,4.4,17.420924666307858
KANSAS,10.0,14.458534,-619.6344,2.6652124,0.37929142,7.7,16.21301534650456
NEBRASKA SETTLER,11.0,15.626314,-754.85693,2.917995,0.4733113,7.7,17.078772725687102
NEBRASKA SETTLER,6.0,15.022908,-473.04083,3.1295002,0.51014763,7.7,17.078772725687102
NEBRASKA OVERLAND,11.0,17.832613,-604.7815,2.759613,0.5142101,6.5,17.420924666307858
KANSAS,14.0,16.291046,-745.46204,2.6399612,0.42824662,6.5,16.21301534650456
NEBRASKA SETTLER,7.0,18.677805,-417.3971,3.375918,0.72045183,6.5,17.078772725687102
NEBRASKA SETTLER,7.0,20.66659,-275.58133,3.1503954,0.587057,4.4,17.078772725687102
OKLAHOMA,16.0,16.404991,-881.14044,2.6686618,0.41330117,6.5,15.737999929794523
NEBRASKA OVERLAND,5.0,21.165134,-249.26756,3.8837154,0.90676284,4.4,17.420924666307858
NEBRASKA OVERLAND,11.0,16.569338,-705.52057,2.9513342,0.5228904,7.7,17.420924666307858
NEBRASKA OVERLAND,9.0,13.267818,-690.58984,2.9080033,0.42690757,8.9,17.420924666307858
KANSAS,12.0,10.938033,-833.08636,2.589808,0.26833978,8.9,16.21301534650456
NEBRASKA SETTLER,14.0,20.519432,-759.759,3.4076931,0.8374243,4.4,17.078772725687102
KANSAS,12.0,14.932118,-658.04834,2.5141692,0.32202414,7.7,16.21301534650456
OKLAHOMA,14.0,11.659711,-785.195,2.5439482,0.25854564,7.7,15.737999929794523
OKLAHOMA,10.0,22.447424,-465.9724,3.1907768,0.69476265,4.4,15.737999929794523
OKLAHOMA,13.0,19.072008,-715.1272,3.0140808,0.61471134,6.5,15.737999929794523
NEBRASKA OVERLAND,16.0,19.529285,-671.0554,2.6752338,0.55351007,4.4,17.420924666307858
OKLAHOMA,5.0,15.095775,-313.15347,2.6522293,0.3360213,7.7,15.737999929794523
KANSAS,6.0,16.41713,-355.45444,2.8737888,0.46060213,7.7,16.21301534650456
NEBRASKA OVERLAND,5.0,16.024519,-313.43002,2.7542102,0.4248486,7.7,17.420924666307858
KANSAS,11.0,14.624926,-630.67267,2.6197836,0.3524008,8.9,16.21301534650456
KANSAS,7.0,16.230309,-467.07626,3.0395818,0.5158098,7.7,16.21301534650456
NEBRASKA OVERLAND,12.0,13.55001,-724.7288,2.6552913,0.36546522,7.7,17.420924666307858
NEBRASKA OVERLAND,10.0,21.583673,-402.7712,3.3950696,0.818658,4.4,17.420924666307858
KANSAS,13.0,15.169257,-731.16595,2.5783472,0.3441147,7.7,16.21301534650456
NEBRASKA OVERLAND,6.0,18.021433,-434.44864,2.9160056,0.54462,7.7,17.420924666307858
KANSAS,7.0,17.674437,-497.71158,3.6316948,0.7953612,6.5,16.21301534650456
NEBRASKA OVERLAND,6.0,16.969528,-484.2125,3.2467318,0.61837953,7.7,17.420924666307858
OKLAHOMA,6.0,22.881916,-278.04736,3.441586,0.7025483,4.4,15.737999929794523
NEBRASKA OVERLAND,11.0,20.496431,-551.71704,3.2153902,0.7515601,4.4,17.420924666307858
OKLAHOMA,15.0,13.707954,-851.23816,2.5986094,0.31523144,7.7,15.737999929794523
NEBRASKA OVERLAND,7.0,14.963708,-454.95245,2.965991,0.48187003,7.7,17.420924666307858
NEBRASKA SETTLER,7.0,13.313946,-543.6219,2.9279137,0.4018191,7.7,17.078772725687102
OKLAHOMA,14.0,18.175264,-771.3252,2.7347822,0.4638498,6.5,15.737999929794523
NEBRASKA SETTLER,11.0,19.058258,-742.2182,3.5609646,0.82977563,6.5,17.078772725687102
NEBRASKA OVERLAND,6.0,21.269949,-248.6214,3.174394,0.54864717,4.4,17.420924666307858
OKLAHOMA,14.0,12.863378,-816.57623,2.5930831,0.30305088,7.7,15.737999929794523
NEBRASKA OVERLAND,14.0,21.126223,-565.8974,2.868621,0.6875667,4.4,17.420924666307858
OKLAHOMA,14.0,11.29873,-960.29694,2.6829178,0.28488111,8.9,15.737999929794523
NEBRASKA SETTLER,7.0,16.697277,-531.82153,3.131782,0.55632013,7.7,17.078772725687102
KANSAS,8.0,17.015656,-553.8748,2.9760528,0.5224208,7.7,16.21301534650456
OKLAHOMA,6.0,13.269129,-377.6835,2.6126788,0.2770551,7.7,15.737999929794523
NEBRASKA OVERLAND,6.0,21.334,-261.983,3.1574447,0.5869155,4.4,17.420924666307858
OKLAHOMA,6.0,13.579987,-328.7938,2.7071266,0.33346537,7.7,15.737999929794523
NEBRASKA SETTLER,6.0,17.16436,-460.1977,3.362792,0.6490513,7.7,17.078772725687102
NEBRASKA SETTLER,12.0,20.80705,-532.1622,3.24488,0.770726,4.4,17.078772725687102
OKLAHOMA,17.0,10.270048,-1170.5756,2.444751,0.22217089,8.9,15.737999929794523
OKLAHOMA,13.0,16.000607,-679.3996,2.6254747,0.38271812,6.5,15.737999929794523
NEBRASKA SETTLER,8.0,18.95348,-594.6785,3.7460277,0.8623085,6.5,17.078772725687102
NEBRASKA SETTLER,6.0,13.819842,-483.1468,3.0765116,0.46497926,8.9,17.078772725687102
OKLAHOMA,16.0,14.544257,-943.74927,2.630216,0.3106995,7.7,15.737999929794523
NEBRASKA OVERLAND,10.0,18.134605,-536.2528,2.8730078,0.5468593,6.5,17.420924666307858
OKLAHOMA,10.0,11.041264,-587.1409,2.5207267,0.23931573,7.7,15.737999929794523
OKLAHOMA,14.0,16.752901,-755.5077,2.7417269,0.45302564,6.5,15.737999929794523
OKLAHOMA,15.0,22.156164,-652.74664,2.8020856,0.6360698,4.4,15.737999929794523
NEBRASKA OVERLAND,11.0,18.119442,-656.40546,3.0599413,0.6301416,6.5,17.420924666307858
OKLAHOMA,12.0,12.744169,-699.50433,2.6314,0.29522833,7.7,15.737999929794523
NEBRASKA OVERLAND,12.0,17.050102,-751.6377,2.8303878,0.49655572,7.7,17.420924666307858
OKLAHOMA,7.0,16.386284,-419.75674,2.8352528,0.42933425,6.5,15.737999929794523
NEBRASKA OVERLAND,13.0,17.073689,-742.88885,2.7706082,0.4986703,7.7,17.420924666307858
KANSAS,15.0,13.878551,-899.71747,2.6770253,0.35652614,7.7,16.21301534650456
KANSAS,7.0,14.720759,-483.73514,2.910452,0.4497669,7.7,16.21301534650456
NEBRASKA SETTLER,10.0,13.007872,-705.9919,2.8986042,0.39170927,8.9,17.078772725687102
OKLAHOMA,11.0,19.386892,-711.53204,3.315548,0.7147275,6.5,15.737999929794523
KANSAS,15.0,17.511532,-788.4408,2.8728838,0.57915044,6.5,16.21301534650456
KANSAS,13.0,19.606033,-568.2787,3.0679364,0.6865519,4.4,16.21301534650456
NEBRASKA SETTLER,15.0,14.7238,-883.21826,2.7003062,0.3819793,7.7,17.078772725687102
OKLAHOMA,10.0,17.872206,-555.69165,2.980227,0.55441165,6.5,15.737999929794523
NEBRASKA OVERLAND,16.0,15.331264,-927.05927,2.663465,0.42951816,7.7,17.420924666307858
KANSAS,12.0,14.130437,-703.5306,2.6341312,0.36190978,7.7,16.21301534650456
OKLAHOMA,9.0,21.835867,-467.62393,3.7021348,0.8739668,4.4,15.737999929794523
KANSAS,6.0,13.261681,-371.8201,2.7421772,0.33941424,7.7,16.21301534650456
OKLAHOMA,6.0,13.558605,-413.15155,2.7881782,0.35616162,7.7,15.737999929794523
KANSAS,11.0,16.12919,-697.85785,2.81235,0.47423643,7.7,16.21301534650456
NEBRASKA SETTLER,16.0,17.096544,-962.57947,2.8552055,0.5482239,7.7,17.078772725687102
KANSAS,14.0,13.88045,-804.83167,2.5972617,0.3321103,7.7,16.21301534650456
NEBRASKA OVERLAND,7.0,15.907077,-401.44833,2.6364176,0.3535966,7.7,17.420924666307858
NEBRASKA OVERLAND,6.0,16.117857,-395.577,2.8924577,0.46567744,7.7,17.420924666307858
OKLAHOMA,16.0,12.847628,-908.7319,2.5594256,0.29687047,7.7,15.737999929794523
OKLAHOMA,7.0,11.40003,-437.00354,2.8167639,0.28647813,7.7,15.737999929794523
NEBRASKA OVERLAND,10.0,21.425482,-434.6731,3.463411,0.83981454,4.4,17.420924666307858
NEBRASKA OVERLAND,6.0,16.3237,-445.6696,3.1791744,0.59002167,7.7,17.420924666307858
NEBRASKA OVERLAND,6.0,17.858124,-473.16235,3.311801,0.6646147,7.7,17.420924666307858
NEBRASKA OVERLAND,12.0,15.762207,-709.69977,2.5839984,0.36439496,7.7,17.420924666307858
OKLAHOMA,11.0,18.110632,-624.85516,3.0099225,0.5685671,6.5,15.737999929794523
OKLAHOMA,5.0,24.185318,-248.96077,3.5171108,0.7356075,4.4,15.737999929794523
KANSAS,7.0,20.153193,-294.8057,3.483718,0.7339123,4.4,16.21301534650456
NEBRASKA SETTLER,6.0,17.607273,-520.76196,3.3245103,0.6456733,7.7,17.078772725687102
KANSAS,6.0,14.623597,-406.93787,2.943171,0.44703564,7.7,16.21301534650456
OKLAHOMA,7.0,23.422335,-260.10574,2.9118469,0.45362106,4.4,15.737999929794523
OKLAHOMA,6.0,14.028349,-332.75937,2.6140003,0.29199174,7.7,15.737999929794523
NEBRASKA SETTLER,6.0,16.282747,-512.09644,3.3581543,0.610033,7.7,17.078772725687102
OKLAHOMA,17.0,10.277603,-1113.9281,2.4339888,0.2225919,8.9,15.737999929794523
KANSAS,5.0,15.372478,-366.22565,3.0525115,0.5059363,7.7,16.21301534650456
NEBRASKA OVERLAND,14.0,13.462601,-811.64325,2.626019,0.32827467,7.7,17.420924666307858
NEBRASKA SETTLER,6.0,16.139023,-469.06494,3.1511507,0.548947,7.7,17.078772725687102
KANSAS,6.0,15.860427,-396.6716,2.9760833,0.48763272,7.7,16.21301534650456
NEBRASKA SETTLER,10.0,13.420478,-662.571,2.788122,0.37983438,7.7,17.078772725687102
KANSAS,7.0,16.52914,-489.4076,2.739313,0.41594738,7.7,16.21301534650456
KANSAS,7.0,16.40764,-434.7674,2.811454,0.45143875,7.7,16.21301534650456
KANSAS,14.0,14.2001,-785.7634,2.5776658,0.36004853,7.7,16.21301534650456
KANSAS,6.0,20.458553,-269.66992,3.3157206,0.64304745,4.4,16.21301534650456
OKLAHOMA,17.0,18.693138,-804.33844,2.6335995,0.4738802,7.7,15.737999929794523
KANSAS,14.0,19.693548,-563.9508,2.6688533,0.5104394,4.4,16.21301534650456
KANSAS,11.0,10.61138,-679.6568,2.4278173,0.2341499,8.9,16.21301534650456
NEBRASKA SETTLER,10.0,18.364033,-684.77527,3.253821,0.6874266,6.5,17.078772725687102
NEBRASKA SETTLER,8.0,17.212559,-634.45667,3.3743784,0.63951135,7.7,17.078772725687102
OKLAHOMA,14.0,14.324693,-770.1831,2.621274,0.34235343,6.5,15.737999929794523
NEBRASKA SETTLER,7.0,17.216133,-492.83606,3.1059895,0.5759528,7.7,17.078772725687102
NEBRASKA SETTLER,8.0,15.479968,-582.7937,3.2928672,0.59867364,7.7,17.078772725687102
NEBRASKA OVERLAND,13.0,16.948418,-790.47705,2.78357,0.47897497,7.7,17.420924666307858
KANSAS,16.0,16.554337,-814.14185,2.623382,0.44042337,6.5,16.21301534650456
OKLAHOMA,11.0,11.036284,-772.90466,2.695953,0.27371085,8.9,15.737999929794523
NEBRASKA SETTLER,6.0,21.122395,-298.53577,3.9075167,0.92507684,4.4,17.078772725687102
OKLAHOMA,9.0,12.11224,-536.1156,2.569705,0.26103994,7.7,15.737999929794523
NEBRASKA OVERLAND,12.0,15.3058605,-702.72217,2.6201024,0.3692048,7.7,17.420924666307858
NEBRASKA OVERLAND,9.0,21.219715,-312.6113,2.9804718,0.60214776,4.4,17.420924666307858
NEBRASKA OVERLAND,13.0,15.688746,-755.85583,2.6584136,0.4295977,7.7,17.420924666307858
KANSAS,6.0,16.733353,-403.8976,2.997588,0.5149954,7.7,16.21301534650456
OKLAHOMA,7.0,15.922664,-389.83038,2.8388038,0.41618118,6.5,15.737999929794523
NEBRASKA SETTLER,6.0,16.168861,-470.0312,3.2795303,0.59461606,7.7,17.078772725687102
KANSAS,10.0,12.231234,-680.37866,2.7338243,0.33433872,8.9,16.21301534650456
KANSAS,5.0,18.295773,-284.12222,2.7222676,0.43184403,6.5,16.21301534650456
NEBRASKA SETTLER,10.0,19.103256,-682.52185,3.6325266,0.8511252,6.5,17.078772725687102
NEBRASKA OVERLAND,15.0,13.964066,-818.8152,2.5818768,0.3507124,7.7,17.420924666307858
KANSAS,5.0,16.047335,-322.74832,2.6950364,0.38029802,7.7,16.21301534650456
OKLAHOMA,6.0,14.89624,-389.45966,2.8501449,0.405852,7.7,15.737999929794523
KANSAS,11.0,15.242098,-680.98596,2.7205489,0.38521537,7.7,16.21301534650456
OKLAHOMA,15.0,13.064544,-870.895,2.56559,0.26732343,7.7,15.737999929794523
KANSAS,6.0,16.55936,-356.52914,2.849613,0.46318236,7.7,16.21301534650456
NEBRASKA SETTLER,9.0,16.523252,-630.0116,3.1667552,0.56460917,7.7,17.078772725687102
NEBRASKA SETTLER,13.0,16.085655,-855.1961,2.929553,0.48066238,7.7,17.078772725687102
KANSAS,12.0,13.109936,-713.32513,2.5912123,0.32023376,7.7,16.21301534650456
NEBRASKA SETTLER,7.0,21.270214,-318.5971,3.73988,0.8775157,4.4,17.078772725687102
NEBRASKA SETTLER,6.0,17.735144,-403.00217,3.1991055,0.6238989,7.7,17.078772725687102
OKLAHOMA,7.0,13.740523,-430.3188,2.7896433,0.3388912,7.7,15.737999929794523
OKLAHOMA,8.0,24.230923,-286.03726,2.9682271,0.59624135,4.4,15.737999929794523
