,Variety,Freq,d(cm),M%,Density,Attn,Phase,Phase_Corr,Permittivity_real,Permittivity_imaginary,Type,Phase/Attn,Freq*d(cm),Freq*Attn
731,KANSAS,-65480.30859375,22945.0703125,-74122.140625,-1558.243896484375,108330.8671875,1823061.125,5491300.0,-8623.2685546875,-4142.6572265625,-9975.736328125,172635.796875,-716021.9375,-2610009.0
732,KANSAS,-54132.51953125,18966.67578125,-61278.01953125,-1288.083740234375,89567.15625,1507230.25,4540113.5,-7128.4560546875,-3424.632568359375,-8244.546875,142722.4375,-591959.9375,-2157763.25
733,KANSAS,-51627.515625,18091.912109375,-58440.95703125,-1228.5772705078125,85409.7421875,1437221.375,4328911.5,-6798.7744140625,-3266.19580078125,-7861.99560546875,136125.5,-564582.625,-2057955.375
734,KANSAS,-51124.3828125,17912.06640625,-57877.046875,-1216.5247802734375,84607.671875,1423802.375,4288917.0,-6732.94482421875,-3234.796630859375,-7785.75927734375,134804.28125,-559176.9375,-2038017.625
735,KANSAS,-51898.0390625,18182.15625,-58756.96875,-1234.9234619140625,85893.2578125,1445463.625,4354458.0,-6835.04345703125,-3283.62841796875,-7904.22265625,136852.140625,-567618.6875,-2068724.125
736,KANSAS,-74849.8203125,26225.150390625,-84712.875,-1781.2308349609375,123796.4296875,2083398.0,6275061.0,-9856.2978515625,-4734.5361328125,-11403.7685546875,197298.765625,-818327.5,-2983251.0
737,KANSAS,-62460.74609375,21881.390625,-70705.9375,-1486.271240234375,103360.203125,1739408.25,5239545.0,-8225.6015625,-3951.760498046875,-9514.81640625,164682.390625,-683072.0,-2489520.25
738,KANSAS,-58676.03125,20561.341796875,-66413.7421875,-1396.1822509765625,97062.828125,1633483.125,4919840.0,-7726.962890625,-3712.138916015625,-8937.8818359375,154681.75,-641605.3125,-2338897.75
739,KANSAS,-51627.9140625,18089.908203125,-58441.63671875,-1228.47705078125,85413.6328125,1437292.125,4330130.0,-6798.3759765625,-3266.091552734375,-7862.06884765625,136117.265625,-564557.625,-2057821.875
740,KANSAS,-43824.703125,15354.4326171875,-49616.6640625,-1042.7254638671875,72539.671875,1220629.625,3677189.0,-5771.40087890625,-2773.012451171875,-6672.37353515625,115570.5859375,-479394.1875,-1746967.25
741,KANSAS,-40108.30859375,14051.0810546875,-45410.43359375,-954.3029174804688,66399.765625,1117344.0,3366093.0,-5281.9658203125,-2538.1064453125,-6105.41845703125,105775.9765625,-438802.4375,-1598919.5
742,KANSAS,-66358.15625,23249.41796875,-75104.1328125,-1579.0506591796875,109774.3671875,1847398.75,5564593.5,-8737.783203125,-4198.04541015625,-10109.0732421875,174919.546875,-725629.375,-2644901.75
743,KANSAS,-52820.24609375,18507.94921875,-59792.3984375,-1256.8663330078125,87383.2421875,1470455.375,4430026.5,-6955.744140625,-3341.406982421875,-8044.55078125,139271.203125,-577602.9375,-2105333.5
744,KANSAS,-69510.7578125,24354.76953125,-78667.78125,-1654.0306396484375,114966.546875,1934804.625,5827634.0,-9152.89453125,-4397.06787109375,-10588.95703125,183223.71875,-759975.6875,-2770380.25
745,KANSAS,-57112.54296875,20011.759765625,-64645.5390625,-1358.9700927734375,94490.203125,1590085.0,4789320.0,-7521.14990234375,-3613.139892578125,-8699.0166015625,150573.03125,-624510.9375,-2276496.25
746,KANSAS,-60244.01953125,21105.900390625,-68198.53125,-1433.6175537109375,99687.0859375,1677699.125,5053718.5,-7933.8916015625,-3811.46533203125,-9177.1796875,158841.375,-658852.4375,-2401461.0
747,KANSAS,-60610.85546875,21235.341796875,-68619.546875,-1442.4169921875,100290.8984375,1687878.0,5084295.5,-7982.39013671875,-3834.73681640625,-9233.5458984375,159818.578125,-662832.8125,-2416064.5
748,KANSAS,-67566.8046875,23672.666015625,-76482.9609375,-1607.8841552734375,111789.984375,1881405.75,5667213.0,-8898.037109375,-4274.75439453125,-10294.1435546875,178136.546875,-738874.6875,-2693304.5
749,KANSAS,-60045.32421875,21037.578125,-67968.703125,-1428.9185791015625,99342.0625,1671778.25,5036207.5,-7907.93994140625,-3798.48779296875,-9146.1337890625,158321.3125,-656589.25,-2393354.25
750,KANSAS,-70222.8359375,24603.7578125,-79487.359375,-1671.0438232421875,116176.8828125,1955141.5,5889533.0,-9247.6943359375,-4442.5810546875,-10699.32421875,185132.34375,-767892.875,-2799015.75
751,KANSAS,-47494.23828125,16640.908203125,-53770.12109375,-1130.1043701171875,78611.796875,1322858.0,3984855.25,-6254.5390625,-3005.162109375,-7232.16162109375,125227.3359375,-519485.25,-1893241.625
752,KANSAS,-48359.25390625,16944.59375,-54743.16796875,-1150.6519775390625,80010.421875,1346373.5,4055633.5,-6368.263671875,-3059.421875,-7363.80029296875,127496.6640625,-528827.0625,-1927630.0
753,KANSAS,-49671.5703125,17402.41796875,-56232.3828125,-1181.8990478515625,82210.1640625,1383444.625,4167512.0,-6541.2724609375,-3142.886962890625,-7564.30712890625,130976.75,-543316.875,-1979915.875
754,KANSAS,-44512.265625,15597.125,-50389.28515625,-1059.09033203125,73660.46875,1239431.75,3733558.25,-5861.482421875,-2816.29248046875,-6776.7060546875,117365.859375,-486842.0,-1774203.5
755,KANSAS,-51829.03125,18158.380859375,-58678.265625,-1233.31201171875,85786.5703125,1443632.25,4348800.5,-6826.1943359375,-3279.6201171875,-7893.8486328125,136673.8125,-566924.0625,-2066005.25
756,KANSAS,-41241.6875,14450.0869140625,-46696.765625,-981.3123779296875,68271.21875,1148810.75,3460552.5,-5431.33740234375,-2609.708251953125,-6278.17333984375,108766.2109375,-451149.75,-1644044.75
757,KANSAS,-45322.31640625,15881.490234375,-51310.9921875,-1078.3619384765625,75008.6171875,1262196.875,3802354.5,-5969.02099609375,-2867.63671875,-6901.20458984375,119514.65625,-495738.15625,-1806799.75
758,KANSAS,-86963.5,30469.10546875,-98410.7265625,-2069.43701171875,143795.5625,2420169.75,7289364.5,-11450.35546875,-5500.55224609375,-13251.1640625,229201.015625,-950662.9375,-3465796.75
759,KANSAS,-47012.13671875,16471.646484375,-53227.0390625,-1118.771240234375,77807.9765625,1309275.625,3944640.25,-6191.884765625,-2974.46826171875,-7159.46630859375,123991.1015625,-514205.0,-1874080.25
760,KANSAS,-56641.2421875,19845.017578125,-64114.54296875,-1347.7584228515625,93713.4453125,1576990.5,4750609.0,-7458.66064453125,-3583.31884765625,-8626.7470703125,149328.40625,-619408.5,-2257740.0
761,KANSAS,-74216.4296875,26004.9921875,-83998.3046875,-1766.25830078125,122757.0390625,2065959.125,6222801.0,-9773.8203125,-4694.96337890625,-11307.986328125,195642.921875,-811439.25,-2958177.25
762,KANSAS,-48701.46875,17062.19140625,-55134.0078125,-1158.7191162109375,80603.7421875,1356388.625,4086119.75,-6413.9091796875,-3081.376708984375,-7416.38037109375,128419.9453125,-532703.0625,-1941245.5
763,KANSAS,-67892.3984375,23786.87890625,-76855.9140625,-1615.59619140625,112328.1796875,1890403.625,5694654.5,-8941.248046875,-4295.45849609375,-10344.1796875,178994.78125,-742482.8125,-2706249.75
764,KANSAS,-50878.3203125,17824.58203125,-57601.16015625,-1210.6944580078125,84212.484375,1417126.375,4269116.0,-6700.033203125,-3219.390625,-7748.60791015625,134168.6875,-556507.125,-2028010.75
765,KANSAS,-62900.5234375,22038.89453125,-71203.1484375,-1496.915283203125,104068.984375,1751434.5,5275664.0,-8283.6904296875,-3979.430419921875,-9582.244140625,165833.75,-687811.6875,-2507223.0
766,KANSAS,-57678.046875,20208.837890625,-65301.91015625,-1372.611328125,95451.40625,1606299.75,4838975.5,-7596.5869140625,-3649.2939453125,-8786.2421875,152093.046875,-630816.4375,-2299063.25
767,KANSAS,-78494.59375,27492.84375,-88877.9296875,-1868.1944580078125,129931.859375,2186679.25,6588545.0,-10339.224609375,-4966.94921875,-11963.2470703125,207023.03125,-858635.625,-3128908.25
768,KANSAS,-58122.6953125,20366.4375,-65788.734375,-1383.058837890625,96153.4296875,1618124.75,4873957.0,-7654.3203125,-3676.938720703125,-8852.794921875,153225.265625,-635515.9375,-2316610.75
769,KANSAS,-82187.2734375,28795.546875,-93011.546875,-1955.76904296875,135920.15625,2287563.25,6889889.0,-10822.4931640625,-5198.74951171875,-12523.142578125,216636.671875,-898513.375,-3275699.25
770,KANSAS,-66142.21875,23174.0390625,-74871.5390625,-1574.045166015625,109425.53125,1841522.5,5547700.0,-8711.01171875,-4184.53125,-10077.1875,174392.984375,-723242.6875,-2636276.5
771,KANSAS,-54598.84375,19129.486328125,-61805.88671875,-1299.202880859375,90344.125,1520349.25,4579425.5,-7190.12109375,-3454.379150390625,-8315.78515625,143953.90625,-597126.5625,-2176329.0
772,KANSAS,-68574.96875,24025.73828125,-77614.75,-1631.80419921875,113428.921875,1908891.125,5749866.0,-9029.6943359375,-4337.806640625,-10446.9716796875,180766.671875,-749768.5,-2733159.25
773,KANSAS,-95363.28125,33411.34765625,-107924.1796875,-2269.481201171875,157704.984375,2654248.75,7995032.5,-12557.5029296875,-6032.0810546875,-14533.91796875,251355.09375,-1042533.5625,-3800893.25
774,KANSAS,-54863.6875,19223.06640625,-62110.28515625,-1305.5909423828125,90795.1953125,1528008.25,4602733.0,-7225.63818359375,-3471.4228515625,-8356.5068359375,144663.859375,-600021.1875,-2186949.75
775,KANSAS,-80599.578125,28236.0,-91249.4921875,-1918.257568359375,133368.703125,2244723.5,6762317.0,-10615.609375,-5099.70458984375,-12283.5029296875,212522.359375,-881472.8125,-3212705.25
776,KANSAS,-61709.2421875,21619.9453125,-69853.4375,-1468.5472412109375,102102.296875,1718366.875,5176176.5,-8126.2373046875,-3904.22802734375,-9400.1337890625,162689.140625,-674826.6875,-2459795.25
777,KANSAS,-58134.52734375,20370.150390625,-65799.9765625,-1383.2578125,96169.4765625,1618363.875,4874798.0,-7655.49853515625,-3677.790771484375,-8854.7900390625,153250.296875,-635660.9375,-2317213.0
778,KANSAS,-51932.60546875,18197.978515625,-58785.7265625,-1235.766845703125,85923.7265625,1445834.375,4355491.0,-6839.29443359375,-3285.407470703125,-7909.73681640625,136926.71875,-567896.75,-2070171.125
779,KANSAS,-50993.5859375,17867.0,-57724.8203125,-1213.3834228515625,84368.4921875,1419826.25,4277432.0,-6715.5673828125,-3226.05859375,-7765.68212890625,134455.6875,-557630.75,-2032543.0
780,KANSAS,-52634.7421875,18439.55859375,-59588.59375,-1252.3798828125,87115.0390625,1466073.5,4416438.0,-6931.453125,-3330.3525390625,-8016.76513671875,138786.0,-575745.9375,-2098083.25
781,KANSAS,-62935.03125,22053.615234375,-71237.4609375,-1497.6180419921875,104107.296875,1751879.125,5277165.0,-8288.2392578125,-3981.340087890625,-9586.9423828125,165912.515625,-688161.8125,-2508489.0
782,KANSAS,-61582.23828125,21577.654296875,-69699.9375,-1465.3751220703125,101871.3671875,1714368.5,5163734.5,-8109.453125,-3895.780517578125,-9380.59375,162338.609375,-673330.75,-2454543.0
783,KANSAS,-79138.328125,27728.11328125,-89578.6171875,-1883.4271240234375,130912.7734375,2203287.75,6636923.5,-10422.8291015625,-5006.56201171875,-12059.8798828125,208636.984375,-865298.8125,-3154466.5
784,KANSAS,-37985.67578125,13308.4228515625,-43014.76171875,-903.769775390625,62900.453125,1058371.625,3188653.5,-5002.828125,-2403.87451171875,-5782.2822265625,100187.5703125,-415634.90625,-1514413.5
785,KANSAS,-54235.50390625,19002.759765625,-61404.44921875,-1290.6778564453125,89762.953125,1510492.5,4550215.0,-7143.57470703125,-3431.648193359375,-8260.986328125,143029.71875,-593187.0,-2161994.5
786,KANSAS,-51926.19921875,18193.11328125,-58784.3984375,-1235.509765625,85945.1328125,1446275.0,4356178.5,-6838.447265625,-3285.606689453125,-7908.54736328125,136919.78125,-567971.25,-2069940.75
787,KANSAS,-70589.1484375,24731.12890625,-79902.984375,-1679.8441162109375,116781.6875,1965372.0,5920625.0,-9295.8720703125,-4465.78173828125,-10755.017578125,186095.453125,-771903.625,-2813609.25
788,KANSAS,-83450.03125,29239.626953125,-94443.40625,-1985.973876953125,138009.15625,2322762.75,6996091.5,-10988.880859375,-5278.62109375,-12716.1640625,219955.109375,-912293.5,-3326059.25
789,KANSAS,-52105.89453125,18256.732421875,-58968.29296875,-1239.777099609375,86175.6875,1450270.75,4368192.0,-6860.93798828125,-3295.66748046875,-7934.15673828125,137354.046875,-569626.125,-2076726.125
790,KANSAS,-56289.8359375,19721.779296875,-63722.515625,-1339.4066162109375,93155.953125,1567601.0,4722631.0,-7413.46044921875,-3561.678466796875,-8574.4228515625,148423.390625,-615644.625,-2243797.75
791,KANSAS,-64961.65234375,22758.732421875,-73548.8046875,-1545.947265625,107501.3984375,1809239.125,5450134.5,-8555.6533203125,-4110.02197265625,-9897.20703125,171292.6875,-710426.9375,-2589329.75
792,KANSAS,-51273.76953125,17965.1796875,-58042.05078125,-1220.00830078125,84835.203125,1427692.25,4300260.5,-6751.7041015625,-3243.945556640625,-7807.61083984375,135182.828125,-560727.6875,-2043590.0
793,KANSAS,-62383.09765625,21856.98828125,-70614.640625,-1484.4693603515625,103205.0390625,1736778.75,5232141.5,-8215.5625,-3946.65234375,-9503.861328125,164479.046875,-682206.75,-2486518.75
794,KANSAS,-55638.89453125,19491.755859375,-63001.95703125,-1324.1552734375,92106.3828125,1550063.875,4669780.0,-7328.8408203125,-3520.947265625,-8475.8623046875,146743.578125,-608643.75,-2218034.0
795,KANSAS,-38960.359375,13651.431640625,-44114.28515625,-927.0198364257812,64493.66015625,1085273.5,3269133.5,-5130.7158203125,-2465.364501953125,-5930.90625,102742.953125,-426205.9375,-1553108.75
796,KANSAS,-68052.71875,23842.568359375,-77023.171875,-1619.35107421875,112570.6484375,1894422.125,5706127.0,-8961.44140625,-4304.974609375,-10366.955078125,179400.75,-744100.0,-2712330.75
797,KANSAS,-48412.2890625,16961.451171875,-54816.23828125,-1152.068115234375,80128.03125,1348425.0,4062100.0,-6375.99169921875,-3063.322021484375,-7372.517578125,127678.328125,-529525.3125,-1929748.0
798,KANSAS,-51995.1015625,18211.7578125,-58870.49609375,-1237.2711181640625,86072.640625,1448542.75,4363910.0,-6848.0009765625,-3289.9775390625,-7918.6259765625,137117.875,-568774.125,-2072596.625
799,KANSAS,-72454.4921875,25385.7734375,-82005.6328125,-1724.1192626953125,119852.8046875,2017138.125,6075405.0,-9541.0361328125,-4583.64990234375,-11039.353515625,190984.515625,-792234.375,-2887922.0
800,KANSAS,-56095.90625,19653.5390625,-63500.91015625,-1334.7935791015625,92815.3203125,1561976.25,4705180.5,-7387.06591796875,-3548.82470703125,-8543.53515625,147904.46875,-613398.9375,-2235935.25
801,KANSAS,-68207.09375,23898.77734375,-77198.7890625,-1623.1441650390625,112819.765625,1898697.0,5719372.0,-8982.2392578125,-4314.60595703125,-10391.2646484375,179805.015625,-745743.0,-2718646.75
802,KANSAS,-48249.97265625,16905.771484375,-54622.09375,-1148.12744140625,79838.453125,1343542.125,4047443.0,-6354.30810546875,-3052.54345703125,-7347.3193359375,127223.2109375,-527659.25,-1923375.125
803,KANSAS,-58980.54296875,20666.61328125,-66758.7265625,-1403.5635986328125,97572.5234375,1641956.0,4945974.0,-7766.6669921875,-3731.344970703125,-8984.07421875,155486.234375,-644958.125,-2350985.75
804,KANSAS,-63246.43359375,22161.923828125,-71591.546875,-1505.08056640625,104617.9296875,1760650.625,5303440.5,-8329.458984375,-4000.8408203125,-9634.833984375,166744.71875,-691516.875,-2521006.25
805,KANSAS,-56096.0390625,19650.2421875,-63520.01953125,-1334.94580078125,92872.8671875,1562914.75,4708387.5,-7389.09326171875,-3549.93408203125,-8545.7587890625,147948.15625,-613691.375,-2236278.0
806,KANSAS,-57526.27734375,20154.63671875,-65125.53515625,-1368.8626708984375,95204.4296875,1602192.625,4826629.0,-7576.1826171875,-3639.978271484375,-8763.3759765625,151688.4375,-629215.6875,-2293170.0
807,KANSAS,-61219.42578125,21449.0625,-69298.8203125,-1456.709228515625,101289.9140625,1704609.0,5134629.5,-8061.8203125,-3873.177734375,-9325.71875,161390.125,-669491.8125,-2440146.25
808,KANSAS,-65933.234375,23102.62890625,-74623.2265625,-1568.8739013671875,109048.8515625,1835185.375,5527810.5,-8682.7841796875,-4170.822265625,-10044.2021484375,173812.265625,-720897.625,-2627858.25
809,KANSAS,-35407.703125,12408.3193359375,-40088.5234375,-842.3929443359375,58609.9296875,986151.8125,2970602.75,-4662.5205078125,-2240.41650390625,-5387.70703125,93376.7265625,-387326.375,-1411402.5
810,KANSAS,-53338.109375,18688.1875,-60377.37890625,-1269.12109375,88264.203125,1485351.25,4473974.5,-7023.93017578125,-3374.843017578125,-8123.75927734375,140617.609375,-583364.0625,-2126107.5
811,KANSAS,-60752.36328125,21287.2109375,-68767.234375,-1445.6826171875,100494.7734375,1691162.625,5094282.0,-8000.296875,-3843.033203125,-9253.8349609375,160168.734375,-664278.5625,-2421380.25
812,KANSAS,-48725.75390625,17071.607421875,-55154.671875,-1159.398681640625,80620.109375,1356666.125,4086305.75,-6415.17724609375,-3082.325927734375,-7418.39404296875,128451.1484375,-532836.1875,-1942146.875
813,KANSAS,-48080.9765625,16847.607421875,-54421.75390625,-1143.9427490234375,79538.7421875,1338407.0,4031614.0,-6330.87548828125,-3041.51025390625,-7320.24755859375,126756.21875,-525739.9375,-1916363.0
814,KANSAS,-60335.71875,21140.0078125,-68286.6640625,-1435.6611328125,99797.15625,1679479.875,5058684.0,-7944.845703125,-3816.6904296875,-9189.0693359375,159048.34375,-659724.5625,-2404673.75
815,KANSAS,-57290.5703125,20071.685546875,-64856.546875,-1363.2587890625,94809.515625,1595528.625,4806566.0,-7544.79248046875,-3624.968994140625,-8726.9267578125,151056.375,-626589.875,-2283609.0
816,KANSAS,-73640.8203125,25801.720703125,-83352.9453125,-1752.541015625,121825.1171875,2050258.625,6175670.5,-9697.1962890625,-4658.7119140625,-11220.0712890625,194129.109375,-805213.125,-2935280.5
817,KANSAS,-69260.6484375,24267.97265625,-78395.421875,-1648.2904052734375,114570.9765625,1928083.25,5808126.5,-9121.0087890625,-4381.5625,-10552.1494140625,182592.9375,-757315.3125,-2760717.25
818,KANSAS,-65860.8046875,23076.6328125,-74545.6484375,-1567.2349853515625,108945.078125,1833505.125,5522742.0,-8673.2158203125,-4166.4326171875,-10033.3779296875,173608.84375,-720096.5,-2625208.0
819,KANSAS,-42655.72265625,14945.322265625,-48300.28515625,-1014.9905395507812,70601.4921875,1188076.0,3579003.0,-5617.853515625,-2699.02197265625,-6494.41943359375,112490.6640625,-466590.53125,-1700355.625
820,KANSAS,-47468.33203125,16631.42578125,-53733.328125,-1129.3763427734375,78550.3046875,1321756.625,3981610.0,-6250.7998046875,-3003.158203125,-7227.369140625,125148.75,-519155.5,-1892039.75
821,KANSAS,-58044.4609375,20337.00390625,-65702.3515625,-1381.205810546875,96033.9375,1616081.25,4868251.0,-7643.40283203125,-3672.131103515625,-8841.3671875,153033.21875,-634732.9375,-2313586.5
822,KANSAS,-82512.0078125,28909.125,-93382.5859375,-1963.5799560546875,136469.1875,2296882.0,6917872.0,-10865.66796875,-5219.72265625,-12572.927734375,217486.65625,-902098.3125,-3288599.75
823,KANSAS,-75598.4453125,26489.12109375,-85564.9453125,-1799.0909423828125,125052.6875,2104520.25,6338884.0,-9955.3740234375,-4782.46044921875,-11519.4052734375,199295.203125,-826581.4375,-3013404.25
824,KANSAS,-57511.734375,20150.541015625,-65100.28125,-1368.462158203125,95151.8125,1601274.0,4823236.5,-7573.5478515625,-3638.44580078125,-8759.6474609375,151614.796875,-628938.5,-2292409.25
825,KANSAS,-53334.82421875,18687.740234375,-60370.71875,-1269.0596923828125,88237.84375,1484725.0,4472828.0,-7023.0654296875,-3373.9775390625,-8121.943359375,140622.515625,-583207.625,-2125813.0
826,KANSAS,-44549.40234375,15610.52734375,-50431.48828125,-1059.974853515625,73715.296875,1240412.875,3736202.25,-5866.26416015625,-2818.47998046875,-6781.9462890625,117461.0390625,-487186.8125,-1775806.0
827,KANSAS,-47820.88671875,16753.65234375,-54145.1015625,-1137.8992919921875,79153.234375,1332070.0,4012650.5,-6297.82470703125,-3025.952392578125,-7281.80224609375,126112.9765625,-523106.28125,-1906233.625
828,KANSAS,-69124.671875,24216.486328125,-78245.734375,-1644.9534912109375,114359.2578125,1924667.0,5797807.0,-9102.9345703125,-4373.10009765625,-10531.373046875,182239.328125,-755899.5625,-2755141.0
829,KANSAS,-57539.68359375,20158.703125,-65139.94140625,-1369.3238525390625,95217.796875,1602452.375,4827324.5,-7577.97021484375,-3640.38232421875,-8764.974609375,151723.421875,-629294.75,-2293620.75
830,KANSAS,-73447.9296875,25732.880859375,-83139.453125,-1747.95751953125,121503.6015625,2044765.25,6159609.5,-9671.8447265625,-4646.32080078125,-11190.662109375,193635.90625,-803146.875,-2927582.5
831,KANSAS,-75735.125,26536.884765625,-85719.2109375,-1802.2510986328125,125270.71875,2108197.25,6349733.5,-9972.9521484375,-4790.99755859375,-11539.533203125,199638.078125,-828089.125,-3018711.5
832,KANSAS,-65540.1953125,22963.076171875,-74189.2890625,-1559.772705078125,108427.5703125,1824736.625,5496714.0,-8631.111328125,-4146.1689453125,-9984.7978515625,172792.265625,-716683.75,-2612415.0
833,KANSAS,-49667.08984375,17398.181640625,-56232.23828125,-1181.8516845703125,82213.8828125,1383490.875,4167657.25,-6540.90869140625,-3142.732666015625,-7563.70068359375,130984.609375,-543316.9375,-1979767.75
834,KANSAS,-60537.90234375,21208.408203125,-68534.0859375,-1440.67041015625,100173.609375,1685793.75,5078763.0,-7972.568359375,-3830.014892578125,-9222.0576171875,159634.640625,-662058.625,-2413031.5
835,KANSAS,-74670.71875,26160.93359375,-84522.609375,-1776.8985595703125,123532.15625,2078960.0,6262793.0,-9833.736328125,-4723.98583984375,-11377.6435546875,196863.84375,-816567.9375,-2976226.0
836,KANSAS,-54323.6796875,19035.087890625,-61496.390625,-1292.668701171875,89879.515625,1512372.875,4556209.5,-7153.96240234375,-3436.612060546875,-8274.03125,143243.953125,-594040.875,-2165365.0
837,KANSAS,-46701.64453125,16361.8876953125,-52872.35546875,-1111.204345703125,77306.6640625,1300894.125,3918841.0,-6150.53466796875,-2955.212158203125,-7111.51953125,123155.015625,-510900.75,-1861713.625
838,KANSAS,-48255.3203125,16907.84765625,-54636.15234375,-1148.3504638671875,79866.875,1343972.25,4048790.25,-6355.27978515625,-3053.302001953125,-7349.19873046875,127266.3671875,-527791.5,-1923643.625
839,KANSAS,-56936.546875,19946.00390625,-64473.140625,-1354.961181640625,94251.5,1586136.25,4778266.5,-7499.0537109375,-3602.989501953125,-8673.353515625,150153.703125,-622821.0625,-2269595.75
840,KANSAS,-65934.65625,23099.4140625,-74640.6484375,-1569.1414794921875,109102.3671875,1836162.125,5531052.0,-8683.2314453125,-4171.43017578125,-10045.54296875,173846.171875,-721065.0,-2628175.75
841,KANSAS,-47317.58984375,16580.166015625,-53571.92578125,-1125.9140625,78316.3828125,1317874.5,3970027.5,-6232.16162109375,-2994.13330078125,-7205.61572265625,124781.328125,-517565.3125,-1886349.0
842,KANSAS,-60545.796875,21215.744140625,-68541.25,-1440.896240234375,100163.71875,1685576.375,5077610.5,-7973.44140625,-3830.159423828125,-9223.044921875,159648.75,-662012.875,-2413340.25
843,KANSAS,-60300.27734375,21125.359375,-68255.3125,-1434.9251708984375,99764.1171875,1678901.0,5057398.0,-7940.69873046875,-3814.6416015625,-9184.9443359375,158983.359375,-659392.1875,-2403377.5
844,KANSAS,-67007.8515625,23475.458984375,-75842.0546875,-1594.4947509765625,110861.03125,1865746.625,5619446.0,-8823.4443359375,-4239.33642578125,-10208.19921875,176643.15625,-732749.125,-2670798.0
845,KANSAS,-54485.5078125,19088.69140625,-61679.8828125,-1296.3765869140625,90166.9609375,1517404.125,4570472.5,-7175.11279296875,-3447.29052734375,-8298.294921875,143648.5625,-595929.0,-2171877.75
846,KANSAS,-63170.64453125,22135.2578125,-71507.6953125,-1503.2939453125,104509.8046875,1758751.25,5297779.0,-8318.75390625,-3996.471923828125,-9623.716796875,166538.09375,-690786.875,-2518045.25
847,KANSAS,-43966.81640625,15407.3388671875,-49767.828125,-1046.0543212890625,72734.1953125,1223843.25,3686494.75,-5789.30126953125,-2781.159912109375,-6693.1435546875,115913.078125,-480734.15625,-1752327.0
848,KANSAS,-56474.66015625,19788.11328125,-63923.26171875,-1343.82763671875,93433.9296875,1572437.125,4736321.5,-7437.24072265625,-3572.9716796875,-8602.41015625,148880.453125,-617564.5,-2251187.0
849,KANSAS,-56504.24609375,19795.974609375,-63971.33984375,-1344.665771484375,93518.8359375,1573875.125,4741030.5,-7441.77099609375,-3575.30908203125,-8607.212890625,149002.234375,-618013.0,-2252391.75
850,KANSAS,-83395.484375,29218.986328125,-94388.4375,-1984.6390380859375,137941.046875,2321581.0,6992728.5,-10982.34765625,-5275.67431640625,-12708.54296875,219837.53125,-911808.3125,-3323961.75
851,KANSAS,-61893.5078125,21682.87890625,-70077.234375,-1472.9874267578125,102430.2890625,1723841.25,5193599.0,-8152.056640625,-3916.10546875,-9429.326171875,163225.359375,-676956.5,-2467092.25
852,KANSAS,-53979.33203125,18911.6484375,-61107.83984375,-1284.4842529296875,89317.640625,1503089.625,4528133.0,-7108.3994140625,-3414.9990234375,-8221.154296875,142335.671875,-590314.875,-2151494.5
853,KANSAS,-73899.2265625,25885.3046875,-83668.4765625,-1758.6668701171875,122314.2578125,2058570.0,6201442.5,-9733.28515625,-4676.181640625,-11260.978515625,194879.546875,-808318.3125,-2945585.25
854,KANSAS,-54637.2421875,19145.12109375,-61856.91015625,-1300.2813720703125,90403.203125,1521284.75,4583221.5,-7195.69384765625,-3456.79443359375,-8322.4541015625,144069.5,-597528.375,-2178020.75
855,KANSAS,-49546.87109375,17361.630859375,-56097.69921875,-1179.0870361328125,81996.265625,1379730.75,4156468.5,-6525.14599609375,-3134.79296875,-7545.71826171875,130661.34375,-541879.125,-1975091.0
856,KANSAS,-86217.8671875,30207.58203125,-97568.765625,-2051.756591796875,142574.890625,2399664.0,7227979.5,-11352.986328125,-5453.681640625,-13138.109375,227236.0625,-942524.375,-3436175.25
857,KANSAS,-55027.171875,19282.7734375,-62281.75,-1309.340576171875,91014.0,1531581.125,4613409.5,-7246.02587890625,-3480.79541015625,-8380.564453125,145056.046875,-601644.3125,-2193267.25
858,KANSAS,-52142.5234375,18270.55859375,-59020.09765625,-1240.695556640625,86262.515625,1451624.0,4372783.5,-6866.1552734375,-3298.71240234375,-7940.52294921875,137457.40625,-570145.375,-2078369.125
859,KANSAS,-75357.9375,26401.904296875,-85295.2578125,-1793.4063720703125,124657.6015625,2097881.75,6319658.5,-9923.8955078125,-4767.0947265625,-11482.0068359375,198663.890625,-823968.5,-3003602.0
860,KANSAS,-72857.8359375,25523.5,-82489.796875,-1734.006591796875,120585.1640625,2029374.375,6114229.0,-9596.474609375,-4610.07177734375,-11103.349609375,192146.203125,-796929.0,-2904308.25
861,KANSAS,-51336.03515625,17986.197265625,-58115.01171875,-1221.5347900390625,84962.90625,1429707.75,4306852.5,-6760.80078125,-3248.2978515625,-7818.56201171875,135356.84375,-561513.5,-2046434.5
862,KANSAS,-50955.515625,17849.78515625,-57691.5625,-1212.47705078125,84354.9765625,1419573.375,4276653.5,-6710.9189453125,-3224.569091796875,-7760.98291015625,134371.53125,-557461.375,-2031204.125
863,KANSAS,-48356.8515625,16944.603515625,-54748.109375,-1150.6510009765625,80022.390625,1346516.875,4056243.75,-6368.7431640625,-3059.42529296875,-7364.08447265625,127511.7109375,-528860.0,-1927649.75
864,KANSAS,-52729.99609375,18475.20703125,-59695.75390625,-1254.8504638671875,87256.375,1468362.5,4423375.5,-6943.67333984375,-3336.1357421875,-8030.716796875,139039.453125,-576711.0,-2101858.75
